True Value,Predicted Value,Error
2.030910000000000082e+01,1.580112648010253906e+01,2.219681581112634916e+01
2.042679999999999652e+01,1.580112552642822266e+01,2.264512539199373009e+01
2.039149999999999707e+01,1.580112457275390625e+01,2.251122000463963602e+01
2.036030000000000229e+01,1.580112457275390625e+01,2.239247666903776235e+01
2.025420000000000087e+01,1.580112552642822266e+01,2.198593118252894740e+01
2.031140000000000256e+01,1.580112648010253906e+01,2.220562600262642050e+01
2.025040000000000262e+01,1.580112648010253906e+01,2.197128708518085105e+01
2.029170000000000584e+01,1.580112552642822266e+01,2.213010478950399218e+01
2.018420000000000059e+01,1.580112648010253906e+01,2.171536905053190836e+01
2.020780000000000243e+01,1.580112648010253906e+01,2.180679499944309896e+01
2.010920000000000130e+01,1.580112648010253906e+01,2.142339585810207225e+01
2.018360000000000554e+01,1.580112648010253906e+01,2.171304187507414696e+01
2.029289999999999594e+01,1.580112648010253906e+01,2.213470484700293284e+01
2.043459999999999610e+01,1.580112648010253906e+01,2.267464750911423721e+01
2.035810000000000741e+01,1.580112457275390625e+01,2.238409000469640731e+01
2.031830000000000425e+01,1.580112648010253906e+01,2.223204460952670658e+01
2.031499999999999773e+01,1.580112648010253906e+01,2.221941186265055279e+01
2.021020000000000039e+01,1.580112648010253906e+01,2.181608059246054765e+01
2.012959999999998928e+01,1.580112648010253906e+01,2.150302797818859801e+01
2.022290000000000632e+01,1.580112648010253906e+01,2.186518016653133500e+01
2.014389999999999858e+01,1.580112648010253906e+01,2.155875237614096562e+01
2.015930000000000177e+01,1.580112552642822266e+01,2.161867958496464937e+01
2.018580000000000041e+01,1.580112648010253906e+01,2.172157417539785840e+01
2.014949999999999264e+01,1.580112648010253906e+01,2.158055296606593387e+01
2.021189999999999998e+01,1.580112648010253906e+01,2.182265655330503762e+01
2.029899999999999594e+01,1.580112648010253906e+01,2.215810394550203455e+01
2.021099999999999497e+01,1.580112648010253906e+01,2.181917530007153161e+01
2.027144999999999442e+01,1.580112648010253906e+01,2.205231258690156082e+01
2.037220000000000297e+01,1.580112648010253906e+01,2.243780013890234315e+01
1.988100299999999976e+01,1.580112552642822266e+01,2.052148713810755609e+01
1.931109999999999971e+01,1.580112648010253906e+01,1.817593777618810336e+01
1.992469999999999786e+01,1.580112743377685547e+01,2.069578245204767342e+01
1.897860000000000369e+01,1.580112743377685547e+01,1.674239704837631848e+01
1.889179999999999637e+01,1.580112648010253906e+01,1.635986787864289127e+01
1.891490000000000293e+01,1.580112648010253906e+01,1.646201417875570883e+01
1.997019999999999840e+01,1.580112648010253906e+01,2.087647354506945163e+01
1.866700000000000159e+01,1.580112648010253906e+01,1.535261970267028708e+01
1.889360000000000284e+01,1.580112457275390625e+01,1.636784639902451488e+01
1.882499999999999574e+01,1.580112457275390625e+01,1.606308327886369369e+01
1.891749999999999687e+01,1.580112361907958984e+01,1.647351066959380361e+01
1.878449999999999420e+01,1.580112266540527344e+01,1.588212267877623418e+01
1.880139999999999745e+01,1.580112361907958984e+01,1.595772857829953217e+01
1.872500000000000142e+01,1.580112266540527344e+01,1.561483222747518163e+01
1.873739999999999739e+01,1.580112075805664062e+01,1.567068665846572628e+01
1.866320000000000334e+01,1.580112075805664062e+01,1.533541537326590287e+01
1.863840000000000430e+01,1.580112075805664062e+01,1.522276183547602280e+01
1.861890000000000356e+01,1.580111980438232422e+01,1.513397781618505356e+01
1.877669999999999462e+01,1.580111885070800781e+01,1.584719971716003251e+01
1.868159999999999599e+01,1.580111885070800781e+01,1.541881396289391049e+01
1.883899999999999864e+01,1.580111885070800781e+01,1.612549046813520448e+01
1.880439999999999756e+01,1.580111885070800781e+01,1.597116179879171938e+01
1.873959999999999937e+01,1.580111885070800781e+01,1.568059696734184172e+01
1.870710000000000051e+01,1.580111885070800781e+01,1.553410816904807490e+01
1.862819999999999609e+01,1.580111885070800781e+01,1.517635171026716989e+01
1.882209999999999894e+01,1.580111885070800781e+01,1.605018116624601632e+01
1.865040000000000120e+01,1.580111980438232422e+01,1.527731413598462673e+01
1.861529999999999774e+01,1.580111885070800781e+01,1.511757075788190363e+01
1.857440000000000069e+01,1.580111885070800781e+01,1.493066343619170944e+01
1.854889999999999617e+01,1.580111885070800781e+01,1.481371482563380582e+01
1.862650000000000006e+01,1.580111694335937500e+01,1.516862028100085880e+01
1.861050000000000182e+01,1.580111694335937500e+01,1.509568822245843123e+01
1.874160000000000537e+01,1.580111694335937500e+01,1.568960524523322064e+01
1.874530000000000385e+01,1.580111694335937500e+01,1.570624666791477431e+01
1.884919999999999973e+01,1.580111694335937500e+01,1.617088818963470587e+01
1.863179999999999481e+01,1.580111789703369141e+01,1.519274628842250330e+01
1.855159999999999698e+01,1.580111694335937500e+01,1.482612311951865181e+01
2.324837999999999738e+01,1.580111694335937500e+01,3.203347096288267437e+01
2.576955100000000698e+01,1.580110740661621094e+01,3.868303174309787096e+01
1.860036200000000051e+01,1.580108261108398438e+01,1.504959628697557505e+01
1.457970000000000077e+01,1.580112266540527344e+01,-8.377556914101610630e+00
7.388419999999998211e+00,1.580109691619873047e+01,-1.138630034053117441e+02
7.454519999999999591e+00,1.580084896087646484e+01,-1.119633317889879862e+02
7.477750000000001229e+00,1.580067634582519531e+01,-1.113025488392256079e+02
7.671969999999999956e+00,1.580016326904296875e+01,-1.059466247788112980e+02
7.680779999999998608e+00,1.579949474334716797e+01,-1.057016962254767094e+02
7.677690000000001014e+00,1.579909133911132812e+01,-1.057792296786054891e+02
7.662080000000000446e+00,1.579886817932128906e+01,-1.061955523737847784e+02
7.614889999999998160e+00,1.579867267608642578e+01,-1.074707930920397985e+02
7.616730000000002221e+00,1.579847717285156250e+01,-1.074181068890660100e+02
7.860110000000000596e+00,1.579832744598388672e+01,-1.009937195024482719e+02
7.937510000000000510e+00,1.579825210571289062e+01,-9.903284664476504418e+01
7.872869999999997148e+00,1.579827880859375000e+01,-1.006673399737802725e+02
7.900979999999996117e+00,1.579829025268554688e+01,-9.995355326409577401e+01
7.949059999999999349e+00,1.579830455780029297e+01,-9.874431137518516266e+01
7.995980000000001198e+00,1.579831695556640625e+01,-9.757824501269892892e+01
8.114590000000001524e+00,1.579833221435546875e+01,-9.469045527075878965e+01
8.054129999999998901e+00,1.579835319519042969e+01,-9.615220011584655424e+01
8.057600000000002538e+00,1.579836463928222656e+01,-9.606786933183852284e+01
8.063609999999997058e+00,1.579837512969970703e+01,-9.592186538907155580e+01
8.030999999999997030e+00,1.579838657379150391e+01,-9.671755165971248402e+01
8.110279999999999490e+00,1.579838752746582031e+01,-9.479460052508447632e+01
8.096669999999997813e+00,1.579839706420898438e+01,-9.512215595064377283e+01
8.187269999999998049e+00,1.579840278625488281e+01,-9.296301192283736725e+01
8.224169999999999092e+00,1.579841804504394531e+01,-9.209741584918535295e+01
8.057840000000000558e+00,1.579842948913574219e+01,-9.606283432204834583e+01
7.999969999999997583e+00,1.579842090606689453e+01,-9.748100187959329332e+01
8.235149999999997306e+00,1.579841041564941406e+01,-9.184119798242193156e+01
8.399459999999997706e+00,1.579842948913574219e+01,-8.808863294944849542e+01
8.516719999999999402e+00,1.579845333099365234e+01,-8.549926886164689677e+01
8.493999999999997996e+00,1.579847908020019531e+01,-8.599575088533316602e+01
8.410420000000002005e+00,1.579849433898925781e+01,-8.784429718122584063e+01
8.380799999999997141e+00,1.579850006103515625e+01,-8.850825769658220565e+01
8.406800000000002271e+00,1.579850292205810547e+01,-8.792528574556432375e+01
8.418400000000000105e+00,1.579850864410400391e+01,-8.766640506633093821e+01
8.510000000000001563e+00,1.579851341247558594e+01,-8.564645608079416661e+01
8.427100000000002922e+00,1.579852867126464844e+01,-8.747289899567635985e+01
8.415010000000000545e+00,1.579853439331054688e+01,-8.774231276386534262e+01
8.396300000000000097e+00,1.579853630065917969e+01,-8.816069340851541369e+01
8.483149999999996638e+00,1.579853343963623047e+01,-8.623428136525036791e+01
8.628400000000000958e+00,1.579853820800781250e+01,-8.309927921755841851e+01
8.615599999999998815e+00,1.579855346679687500e+01,-8.337148273825243905e+01
8.586890000000002132e+00,1.579856109619140625e+01,-8.398466844447061419e+01
8.602800000000002001e+00,1.579856681823730469e+01,-8.364447410421375650e+01
8.593099999999999739e+00,1.579857254028320312e+01,-8.385184089889800418e+01
8.653699999999997061e+00,1.579857444763183594e+01,-8.256438803785481184e+01
8.713599999999999568e+00,1.579858207702636719e+01,-8.130947113737569509e+01
8.628199999999999648e+00,1.579859352111816406e+01,-8.310416449686104556e+01
8.652599999999999625e+00,1.579859447479248047e+01,-8.258782880050483755e+01
8.733799999999995123e+00,1.579859924316406250e+01,-8.089032543868729874e+01
8.610900000000002663e+00,1.579860877990722656e+01,-8.347221289188378535e+01
8.660099999999999909e+00,1.579860210418701172e+01,-8.242978838797486674e+01
8.964700000000000557e+00,1.579860496520996094e+01,-7.623127338572356848e+01
8.893499999999999517e+00,1.579863262176513672e+01,-7.764246496615659510e+01
8.884999999999998010e+00,1.579864025115966797e+01,-7.781249579245550763e+01
8.776600000000001955e+00,1.579864788055419922e+01,-8.000874918025427007e+01
8.821699999999999875e+00,1.579864406585693359e+01,-7.908843041428448828e+01
8.874699999999998923e+00,1.579864692687988281e+01,-7.801894066142951090e+01
8.871099999999998431e+00,1.579865550994873047e+01,-7.809127966034351687e+01
8.952699999999996550e+00,1.579865932464599609e+01,-7.646809705056577400e+01
8.904199999999997672e+00,1.579866981506347656e+01,-7.742941325513218942e+01
8.930799999999996075e+00,1.579867362976074219e+01,-7.690099016617490690e+01
8.862200000000001410e+00,1.579867935180664062e+01,-7.827039958257134344e+01
9.032099999999999795e+00,1.579867362976074219e+01,-7.491694766179229248e+01
8.957900000000002194e+00,1.579868602752685547e+01,-7.636595661401501900e+01
9.013299999999997425e+00,1.579868602752685547e+01,-7.528192812318307858e+01
8.988100000000001089e+00,1.579869365692138672e+01,-7.577345219703146029e+01
8.946599999999998332e+00,1.579869651794433594e+01,-7.658883282972681172e+01
8.951300000000001589e+00,1.579869461059570312e+01,-7.649609118894127846e+01
