True Value,Predicted Value,Error
5.281089999999999662e+01,3.215295028686523438e+01,3.911682950514905599e+01
5.316620000000001056e+01,3.215295028686523438e+01,3.952370060891087178e+01
5.310599999999999454e+01,3.215295028686523438e+01,3.945514577097647191e+01
5.279400000000001114e+01,3.215295028686523438e+01,3.909734006352005053e+01
5.312600000000001899e+01,3.215295028686523438e+01,3.947793869881936502e+01
5.530439999999998690e+01,3.215295028686523438e+01,4.186185857388337439e+01
5.501239999999999242e+01,3.215295028686523438e+01,4.155326746903381974e+01
5.313700000000000045e+01,3.215295028686523438e+01,3.949046749559585123e+01
5.308559999999999945e+01,3.215295028686523438e+01,3.943187929143640247e+01
5.399530000000000030e+01,3.215295028686523438e+01,4.045231661484381647e+01
5.439000000000000767e+01,3.215295028686523438e+01,4.088444514273721353e+01
5.295829999999999416e+01,3.215295028686523438e+01,3.928628697132415937e+01
5.284619999999999607e+01,3.215295028686523438e+01,3.915749800957261328e+01
5.326319999999999766e+01,3.215295028686523438e+01,3.963383670739791143e+01
5.294579999999999842e+01,3.215295028686523438e+01,3.927195304091120676e+01
5.281470000000000198e+01,3.215295028686523438e+01,3.912121002890249599e+01
5.545710000000000406e+01,3.215295028686523438e+01,4.202194076706998516e+01
5.519229999999999592e+01,3.215295028686523438e+01,4.174377533303515975e+01
5.282989999999999498e+01,3.215295028686523438e+01,3.913872582218547080e+01
5.325080000000001235e+01,3.215295028686523438e+01,3.961977982140131616e+01
5.295479999999999876e+01,3.215295028686523438e+01,3.928227415292809610e+01
5.289690000000000225e+01,3.215295028686523438e+01,3.921581361693174728e+01
5.322799999999999443e+01,3.215295028686523438e+01,3.959391619661600004e+01
5.286570000000000391e+01,3.215295028686523438e+01,3.917994032640212509e+01
5.299339999999999407e+01,3.215295028686523438e+01,3.932650049465549102e+01
5.436830000000000496e+01,3.215295028686523438e+01,4.086085037261560160e+01
5.393759999999999621e+01,3.215295028686523438e+01,4.038861520189026777e+01
5.305529999999999546e+01,3.215295028686523438e+01,3.939728870279644468e+01
5.311320000000000618e+01,3.215295028686523438e+01,3.946335320247089129e+01
5.278619999999999379e+01,3.215295028686523438e+01,3.908834072756660305e+01
5.302919999999999590e+01,3.215295028686523438e+01,3.936746115938910151e+01
5.317760000000000531e+01,3.215295028686523438e+01,3.953666527472990566e+01
5.275199999999999534e+01,3.215295028686523438e+01,3.904885068458970920e+01
5.290349999999999397e+01,3.215295028686523438e+01,3.922339677551534720e+01
5.320089999999999719e+01,3.215295028686523438e+01,3.956314594891207292e+01
5.282620000000000005e+01,3.215295028686523438e+01,3.913446303753585198e+01
5.287239999999999895e+01,3.215295028686523438e+01,3.918764745525976423e+01
5.326719999999999544e+01,3.215295028686523438e+01,3.963836979066810784e+01
5.284719999999999374e+01,3.215295028686523438e+01,3.915864930050175019e+01
5.277029999999997756e+01,3.215295028686523438e+01,3.906998768840569625e+01
5.318520000000000181e+01,3.215295028686523438e+01,3.954530529759174584e+01
5.294089999999999918e+01,3.215295028686523438e+01,3.926633229343430997e+01
5.278800000000000381e+01,3.215295028686523438e+01,3.909041773345223447e+01
5.322180000000000888e+01,3.215295028686523438e+01,3.958687927340820778e+01
5.631910000000001304e+01,3.215295028686523438e+01,4.290933220370136070e+01
5.293270000000001119e+01,3.215295028686523438e+01,3.925692381672345022e+01
5.341450000000001097e+01,3.215295028686523438e+01,3.980482773991101908e+01
5.288820000000000476e+01,3.215295028686523438e+01,3.920581474343004658e+01
5.528990000000000293e+01,3.215295028686523438e+01,4.184661161104427407e+01
5.770279999999999632e+01,3.215295028686523438e+01,4.427835341289289772e+01
5.275460000000001060e+01,3.215295028686523438e+01,3.905185464989740041e+01
5.294600000000000506e+01,3.215295028686523438e+01,3.927218243707696388e+01
5.314499999999999602e+01,3.215295028686523438e+01,3.949957609019618587e+01
5.273540000000001271e+01,3.215295028686523438e+01,3.902966453868705088e+01
5.289579999999999416e+01,3.215295028686523438e+01,3.921454957318872658e+01
5.322010000000000218e+01,3.215295028686523438e+01,3.958494950805197021e+01
5.494760000000000844e+01,3.215295028686523438e+01,4.148434092323371658e+01
5.512059999999999604e+01,3.215295028686523438e+01,4.166799656232835503e+01
5.536339999999999861e+01,3.215295028686523438e+01,4.192381557696016614e+01
5.270729999999998938e+01,3.215295028686523438e+01,3.899715924195464112e+01
5.293889999999999674e+01,3.215295028686523438e+01,3.926403781176934871e+01
5.315870000000001738e+01,3.215295028686523438e+01,3.951516819097302147e+01
5.269639999999999702e+01,3.215295028686523438e+01,3.898454109414450386e+01
5.298979999999998824e+01,3.215295028686523438e+01,3.932237848252825785e+01
5.304340000000000543e+01,3.215295028686523438e+01,3.938369281217789819e+01
5.268900000000000006e+01,3.215295028686523438e+01,3.897597166986423645e+01
5.301709999999999212e+01,3.215295028686523438e+01,3.935362310110278372e+01
5.306839999999999691e+01,3.215295028686523438e+01,3.941224855683375239e+01
5.265809999999999746e+01,3.215295028686523438e+01,3.894016250706873450e+01
5.307589999999999719e+01,3.215295028686523438e+01,3.942081003456326727e+01
5.290299999999999869e+01,3.215295028686523438e+01,3.922282236004529921e+01
5.264880000000000848e+01,3.215295028686523438e+01,3.892937676287925086e+01
5.309190000000000254e+01,3.215295028686523438e+01,3.943906643600016082e+01
5.295819999999999794e+01,3.215295028686523438e+01,3.928617232673082782e+01
5.495360000000000156e+01,3.215295028686523438e+01,4.149072983960061833e+01
5.524309999999999832e+01,3.215295028686523438e+01,4.179734611767761976e+01
5.308709999999999951e+01,3.215295028686523438e+01,3.943359067105712512e+01
5.382690000000000197e+01,3.215295028686523438e+01,4.026601887371326427e+01
5.425069999999999482e+01,3.215295028686523438e+01,4.073265361209120528e+01
5.296539999999998827e+01,3.215295028686523438e+01,3.929442563094917773e+01
5.378509999999999991e+01,3.215295028686523438e+01,4.021959560014718704e+01
5.308459999999999468e+01,3.215295028686523438e+01,3.943073831795805972e+01
5.292350000000001131e+01,3.215295028686523438e+01,3.924636449428849971e+01
5.273809999999999576e+01,3.215295028686523438e+01,3.903278599937192439e+01
5.316210000000000235e+01,3.215295028686523438e+01,3.951903651875070267e+01
5.278400000000000603e+01,3.215295028686523438e+01,3.908580197244386056e+01
5.275989999999999469e+01,3.215295028686523438e+01,3.905797720074291846e+01
5.313500000000001222e+01,3.215295028686523438e+01,3.948818991838670200e+01
5.272280000000000655e+01,3.215295028686523438e+01,3.901509349491068690e+01
5.276960000000000406e+01,3.215295028686523438e+01,3.906917943879575716e+01
5.314140000000000441e+01,3.215295028686523438e+01,3.949547756200394844e+01
5.273169999999998936e+01,3.215295028686523438e+01,3.902538646228882868e+01
5.304310000000000969e+01,3.215295028686523438e+01,3.938334997979901431e+01
5.444050000000000011e+01,3.215295028686523438e+01,4.093928180882755186e+01
5.391769999999998930e+01,3.215295028686523438e+01,4.036661377086700497e+01
5.292319999999999425e+01,3.215295028686523438e+01,3.924602010674857411e+01
5.320010000000000616e+01,3.215295028686523438e+01,3.956223712574745122e+01
5.278499999999999659e+01,3.215295028686523438e+01,3.908695597827936297e+01
5.292209999999999326e+01,3.215295028686523438e+01,3.924475731903073239e+01
5.313470000000000226e+01,3.215295028686523438e+01,3.948784826701716355e+01
5.270550000000000779e+01,3.215295028686523438e+01,3.899507587089539129e+01
5.292409999999999570e+01,3.215295028686523438e+01,3.924705325765533104e+01
5.316859999999999786e+01,3.215295028686523438e+01,3.952643047425503653e+01
5.277599999999998914e+01,3.215295028686523438e+01,3.907656835139979989e+01
5.414200000000000301e+01,3.215295028686523438e+01,4.061366353872181634e+01
5.309880000000000422e+01,3.215295028686523438e+01,3.944693611368762731e+01
5.270230000000000103e+01,3.215295028686523438e+01,3.899137174873727929e+01
5.418039999999999168e+01,3.215295028686523438e+01,4.065575321174218004e+01
5.322599999999999909e+01,3.215295028686523438e+01,3.959164640050870787e+01
5.270989999999999753e+01,3.215295028686523438e+01,3.900016830450211813e+01
5.276760000000000161e+01,3.215295028686523438e+01,3.906687003603492769e+01
5.312190000000001078e+01,3.215295028686523438e+01,3.947326754715997055e+01
5.269530000000000314e+01,3.215295028686523438e+01,3.898326741309902133e+01
