True Value,Predicted Value,Error
1.624790000000000134e+01,1.592796421051025391e+01,1.969090094656832157e+00
1.651980000000000004e+01,1.592796516418457031e+01,3.582578698382726579e+00
1.558309999999999640e+01,1.592796802520751953e+01,-2.213089983427708241e+00
1.594400000000000617e+01,1.592796134948730469e+01,1.005936434564819043e-01
1.602929999999999922e+01,1.592796421051025391e+01,6.321909845704136721e-01
1.575939999999999763e+01,1.592796516418457031e+01,-1.069616636322275660e+00
1.637910000000000110e+01,1.592796325683593750e+01,2.754343908786585082e+00
1.595850000000000257e+01,1.592796707153320312e+01,1.913270574728166140e-01
1.636050000000000182e+01,1.592796421051025391e+01,2.643780993794492051e+00
1.584249999999999758e+01,1.592796707153320312e+01,-5.394797003831817150e-01
1.600560000000000471e+01,1.592796421051025391e+01,4.850539154405381637e-01
1.604560000000000031e+01,1.592796516418457031e+01,7.331283081681582159e-01
1.600270000000000437e+01,1.592796421051025391e+01,4.670198747070834489e-01
1.624390000000000356e+01,1.592796421051025391e+01,1.944950347451963824e+00
1.562289999999999424e+01,1.592796516418457031e+01,-1.952679490904865256e+00
1.604610000000000269e+01,1.592796325683593750e+01,7.362333723712626288e-01
1.585219999999999985e+01,1.592796516418457031e+01,-4.779473144709912025e-01
1.573780000000000179e+01,1.592796325683593750e+01,-1.208321727534570789e+00
1.617219999999999658e+01,1.592796325683593750e+01,1.510225839181182028e+00
1.595860000000000056e+01,1.592796421051025391e+01,1.919704077409462861e-01
1.635889999999999844e+01,1.592796421051025391e+01,2.634258962948270000e+00
1.562110000000000198e+01,1.592796707153320312e+01,-1.964439581932137413e+00
1.582039999999999758e+01,1.592796325683593750e+01,-6.799022580714769726e-01
1.587139999999999596e+01,1.592796325683593750e+01,-3.563847980388721859e-01
1.569650000000000212e+01,1.592796421051025391e+01,-1.474623072087737796e+00
1.605120000000000147e+01,1.592796325683593750e+01,7.677727719053027977e-01
1.554940000000000211e+01,1.592796421051025391e+01,-2.434590469794665868e+00
1.599430000000000085e+01,1.592796134948730469e+01,4.147643254953086722e-01
1.579579999999999629e+01,1.592796421051025391e+01,-8.367047601910485577e-01
1.569360000000000177e+01,1.592796325683593750e+01,-1.493368359305294435e+00
1.606519999999999726e+01,1.592796325683593750e+01,8.542485818045201240e-01
1.590199999999999925e+01,1.592796421051025391e+01,-1.632763835382634865e-01
