True Value,Predicted Value,Error
2.657889999999999375e+01,2.365842247009277344e+01,1.098795484353084895e+01
2.693242000000001113e+01,2.365842247009277344e+01,1.215634365536864614e+01
2.640259999999999252e+01,2.365842247009277344e+01,1.039358824474566845e+01
2.650620000000000331e+01,2.365842247009277344e+01,1.074381665386675344e+01
2.655279999999998708e+01,2.365842247009277344e+01,1.090046070435967351e+01
2.652250000000000441e+01,2.365842247009277344e+01,1.079867105252985482e+01
2.655030000000001067e+01,2.365842247009277344e+01,1.089207101203088435e+01
2.652940000000000254e+01,2.365842247009277344e+01,1.082187131977062755e+01
2.651210000000000022e+01,2.365842247009277344e+01,1.076367971570425119e+01
2.611049999999999827e+01,2.365842247009277344e+01,9.391155013910974958e+00
2.666969999999999175e+01,2.365842247009277344e+01,1.129100638517575916e+01
2.657779999999999987e+01,2.365842247009277344e+01,1.098427081965861163e+01
2.660219999999999629e+01,2.365842247009277344e+01,1.106591759293300292e+01
2.665569999999999951e+01,2.365842247009277344e+01,1.124441500282200934e+01
2.671220000000000283e+01,2.365842247009277344e+01,1.143214534896874390e+01
2.673889999999999390e+01,2.365842247009277344e+01,1.152058435428241623e+01
2.673320000000000718e+01,2.365842247009277344e+01,1.150171894837592568e+01
2.669400000000001327e+01,2.365842247009277344e+01,1.137175968347658106e+01
2.673319999999999652e+01,2.365842247009277344e+01,1.150171894837589015e+01
2.675959999999999894e+01,2.365842247009277344e+01,1.158902797466040369e+01
2.659590000000000032e+01,2.365842247009277344e+01,1.104485101052127050e+01
2.637059999999999249e+01,2.365842247009277344e+01,1.028485332115014295e+01
2.601219999999998933e+01,2.365842247009277344e+01,9.048744550277241672e+00
2.604960000000000164e+01,2.365842247009277344e+01,9.179325325176694861e+00
2.638940000000000197e+01,2.365842247009277344e+01,1.034876704247625412e+01
2.686863999999999919e+01,2.365842247009277344e+01,1.194782292630823761e+01
2.634758999999999673e+01,2.365842247009277344e+01,1.020650287144753499e+01
2.640988000000000113e+01,2.365842247009277344e+01,1.041828864768498519e+01
2.642452999999999008e+01,2.365842247009277344e+01,1.046795356400745014e+01
2.646266000000000318e+01,2.365842247009277344e+01,1.059696013139733317e+01
2.631423999999999452e+01,2.365842247009277344e+01,1.009270087187477749e+01
2.645210000000000150e+01,2.365842247009277344e+01,1.056126935066489203e+01
2.643367999999999896e+01,2.365842247009277344e+01,1.049894501979000161e+01
2.602586999999999406e+01,2.365842247009277344e+01,9.096516388913112650e+00
2.613246999999999787e+01,2.365842247009277344e+01,9.467331369393036766e+00
2.617717000000000027e+01,2.365842247009277344e+01,9.621924485753146072e+00
2.617470000000000141e+01,2.365842247009277344e+01,9.613395874287872900e+00
2.609541999999999717e+01,2.365842247009277344e+01,9.338794048561869232e+00
2.623523000000000494e+01,2.365842247009277344e+01,9.821936113795194601e+00
2.617520999999999987e+01,2.365842247009277344e+01,9.615156974508423104e+00
2.616810999999999865e+01,2.365842247009277344e+01,9.590633522662605159e+00
2.608281999999999456e+01,2.365842247009277344e+01,9.294997741452885265e+00
2.602911000000000641e+01,2.365842247009277344e+01,9.107831692698029613e+00
2.609638999999999598e+01,2.365842247009277344e+01,9.342163915803002538e+00
2.617230000000000345e+01,2.365842247009277344e+01,9.605107422378734938e+00
2.634090000000000131e+01,2.365842247009277344e+01,1.018369732965550867e+01
2.628509999999998925e+01,2.365842247009277344e+01,9.993028483464842182e+00
2.623459999999999681e+01,2.365842247009277344e+01,9.819770569809426419e+00
2.632510000000000261e+01,2.365842247009277344e+01,1.012979069370003948e+01
2.604790000000000205e+01,2.365842247009277344e+01,9.173397970305584792e+00
2.599619999999999820e+01,2.365842247009277344e+01,8.992766365496592584e+00
2.611849999999999383e+01,2.365842247009277344e+01,9.418908168184318086e+00
2.653348999999999691e+01,2.365842247009277344e+01,1.083561766622944589e+01
2.582840000000000202e+01,2.365842437744140625e+01,8.401510053114384036e+00
2.575320999999999216e+01,2.365842247009277344e+01,8.134083207131146409e+00
2.600589999999999336e+01,2.365842247009277344e+01,9.026711361295784997e+00
2.593470999999999904e+01,2.365842247009277344e+01,8.776992416368740280e+00
2.598854000000000042e+01,2.365842247009277344e+01,8.965942411182878047e+00
2.554334000000000415e+01,2.365842247009277344e+01,7.379291548823413649e+00
2.531303000000000480e+01,2.365842056274414062e+01,6.536591776076841498e+00
2.539622999999999564e+01,2.365841865539550781e+01,6.842792590098955685e+00
2.559104999999999919e+01,2.365842056274414062e+01,7.551973980183926294e+00
2.591356999999999644e+01,2.365842056274414062e+01,8.702581069516304169e+00
2.551854000000000156e+01,2.365842247009277344e+01,7.289278814176783250e+00
2.558311999999999387e+01,2.365842056274414062e+01,7.523317864497582441e+00
2.561164000000000129e+01,2.365842056274414062e+01,7.626295845388504802e+00
2.590339999999999776e+01,2.365842056274414062e+01,8.666736556806663216e+00
