True Value,Predicted Value,Error
6.992409999999999570e+01,3.336874389648437500e+01,5.227862225400916429e+01
6.999660000000000082e+01,3.336874389648437500e+01,5.232805036746873384e+01
7.008250000000001023e+01,3.336874389648437500e+01,5.238648179433614871e+01
7.013150000000001683e+01,3.336874389648437500e+01,5.241974876270381856e+01
7.021869999999998413e+01,3.336874389648437500e+01,5.247883555735952399e+01
7.030480000000000018e+01,3.336874389648437500e+01,5.253703318054474636e+01
7.036859999999998649e+01,3.336874389648437500e+01,5.258006568770107236e+01
7.045460000000001344e+01,3.336874389648437500e+01,5.263794855625556579e+01
7.053790000000000759e+01,3.336874389648437500e+01,5.269387960729711295e+01
7.061790000000000589e+01,3.336874389648437500e+01,5.274747068875685585e+01
7.068889999999998963e+01,3.336874389648437500e+01,5.279493117521367651e+01
7.076569999999999538e+01,3.336874389648437500e+01,5.284616149280741837e+01
7.085390000000001010e+01,3.336874389648437500e+01,5.290485929993356962e+01
7.093409999999998661e+01,3.336874389648437500e+01,5.295810633181447713e+01
7.099329999999999075e+01,3.336874389648437500e+01,5.299733369700467733e+01
7.106970000000001164e+01,3.336874389648437500e+01,5.304786161122901689e+01
7.113830000000001519e+01,3.336874389648437500e+01,5.309313844091808932e+01
7.120770000000000266e+01,3.336874389648437500e+01,5.313885451084029654e+01
7.127689999999998349e+01,3.336874389648437500e+01,5.318435019412406461e+01
7.133959999999999013e+01,3.336874389648437500e+01,5.322549622301725236e+01
7.142679999999997165e+01,3.336874389648437500e+01,5.328259995340069821e+01
7.151039999999998997e+01,3.336874389648437500e+01,5.333721543092420347e+01
7.155650000000002819e+01,3.336874389648437500e+01,5.336727775047079803e+01
7.163370000000000459e+01,3.336874389648437500e+01,5.341753407057798597e+01
7.170730000000000359e+01,3.336874389648437500e+01,5.346534607148174700e+01
7.177930000000000632e+01,3.336874389648437500e+01,5.351202380563147187e+01
7.186449999999999250e+01,3.336874389648437500e+01,5.356713829987771192e+01
7.192789999999999395e+01,3.336874389648437500e+01,5.360806599875099465e+01
7.199119999999999209e+01,3.336874389648437500e+01,5.364885722632158149e+01
7.205680000000000973e+01,3.336874389648437500e+01,5.369105497817781014e+01
7.211940000000001305e+01,3.336874389648437500e+01,5.373125137413182983e+01
7.216419999999999391e+01,3.336874389648437500e+01,5.375997531118701289e+01
7.220400000000000773e+01,3.336874389648437500e+01,5.378546355259491207e+01
7.228509999999999991e+01,3.336874389648437500e+01,5.383731378045493443e+01
7.234390000000001919e+01,3.336874389648437500e+01,5.387483409591635564e+01
7.240269999999999584e+01,3.336874389648437500e+01,5.391229346904966491e+01
7.246629999999998972e+01,3.336874389648437500e+01,5.395274231403510612e+01
