True Value,Predicted Value,Error
9.573499999999999233e+00,9.050842285156250000e+00,5.459421474317117884e+00
9.292500000000000426e+00,9.050893783569335938e+00,2.600013090456437581e+00
9.278099999999998460e+00,9.050889968872070312e+00,2.448885344283077359e+00
9.662799999999998946e+00,9.050888061523437500e+00,6.332656564107313812e+00
8.701699999999998880e+00,9.050905227661132812e+00,-4.013069028593654330e+00
8.343700000000001893e+00,9.050852775573730469e+00,-8.475290046067431859e+00
8.067899999999999849e+00,9.050806045532226562e+00,-1.218292301010457024e+01
7.680500000000001215e+00,9.050762176513671875e+00,-1.784079391333468578e+01
8.620800000000000907e+00,9.050713539123535156e+00,-4.986933221087767265e+00
9.528500000000001080e+00,9.050798416137695312e+00,5.013397532269567414e+00
8.500600000000000378e+00,9.050876617431640625e+00,-6.473385613152485618e+00
8.485000000000001208e+00,9.050831794738769531e+00,-6.668612784192908371e+00
9.204600000000001003e+00,9.050815582275390625e+00,1.670734390680859383e+00
9.140899999999998471e+00,9.050860404968261719e+00,9.850189262735262741e-01
8.164200000000001012e+00,9.050857543945312500e+00,-1.086031140767388514e+01
7.895800000000000374e+00,9.050784111022949219e+00,-1.462782885867104987e+01
7.960399999999999032e+00,9.050734519958496094e+00,-1.369698155819427754e+01
7.996999999999998110e+00,9.050728797912597656e+00,-1.317655118060022446e+01
8.609600000000000364e+00,9.050745010375976562e+00,-5.123873471194668738e+00
9.092400000000001370e+00,9.050800323486328125e+00,4.575214081394707311e-01
9.289000000000001478e+00,9.050836563110351562e+00,2.563929775967809910e+00
9.443899999999997519e+00,9.050863265991210938e+00,4.161805334753509555e+00
8.958699999999998553e+00,9.050887107849121094e+00,-1.029023271781871918e+00
8.970600000000001017e+00,9.050859451293945312e+00,-8.946943492513799168e-01
8.942699999999998539e+00,9.050840377807617188e+00,-1.209258700477693127e+00
8.624999999999998224e+00,9.050834655761718750e+00,-4.937213400135891384e+00
8.923700000000000188e+00,9.050815582275390625e+00,-1.424471713251122651e+00
9.416399999999999437e+00,9.050832748413085938e+00,3.882240044888848107e+00
9.729400000000000048e+00,9.050876617431640625e+00,6.973948882442488006e+00
9.555299999999999017e+00,9.050908088684082031e+00,5.278661175639875580e+00
1.000779999999999781e+01,9.050909042358398438e+00,9.561451644133571293e+00
9.869899999999999451e+00,9.050926208496093750e+00,8.297690873300698655e+00
9.525499999999999190e+00,9.050923347473144531e+00,4.982170516265337135e+00
8.743499999999999162e+00,9.050908088684082031e+00,-3.515847071356812403e+00
8.732100000000000861e+00,9.050857543945312500e+00,-3.650411057423891492e+00
8.506599999999998829e+00,9.050840377807617188e+00,-6.397860223915764699e+00
9.158899999999999153e+00,9.050825119018554688e+00,1.179998482147905037e+00
9.415200000000000458e+00,9.050868034362792969e+00,3.869614725520514220e+00
9.104599999999999582e+00,9.050895690917968750e+00,5.898590721396967940e-01
9.643100000000000449e+00,9.050884246826171875e+00,6.141342028744165127e+00
9.271000000000000796e+00,9.050910949707031250e+00,2.373951572570052182e+00
9.628099999999999881e+00,9.050899505615234375e+00,5.994957409922680114e+00
9.289899999999999380e+00,9.050906181335449219e+00,2.572619927712356258e+00
9.061099999999999710e+00,9.050886154174804688e+00,1.127219192503672168e-01
8.675200000000000244e+00,9.050868988037109375e+00,-4.330378412452843939e+00
9.255200000000000315e+00,9.050839424133300781e+00,2.208062233843671951e+00
9.693899999999999295e+00,9.050874710083007812e+00,6.633298155716394362e+00
9.476100000000000634e+00,9.050907135009765625e+00,4.487002722536010957e+00
9.571299999999999031e+00,9.050904273986816406e+00,5.437043306689610667e+00
9.798000000000000043e+00,9.050911903381347656e+00,7.624904027542890539e+00
9.420300000000001006e+00,9.050919532775878906e+00,3.921111506259058466e+00
8.639799999999999258e+00,9.050909042358398438e+00,-4.758316654996634476e+00
8.769900000000001583e+00,9.050853729248046875e+00,-3.203613829667900426e+00
8.911899999999999267e+00,9.050844192504882812e+00,-1.559086081586233519e+00
8.462900000000001199e+00,9.050849914550781250e+00,-6.947381093369648042e+00
9.279500000000000526e+00,9.050827026367187500e+00,2.464281196538746777e+00
8.938800000000000523e+00,9.050874710083007812e+00,-1.253800399192366744e+00
9.151099999999999568e+00,9.050866127014160156e+00,1.095320485907043118e+00
8.851000000000000867e+00,9.050876617431640625e+00,-2.258237684234998710e+00
8.336899999999999977e+00,9.050863265991210938e+00,-8.563893845328731658e+00
8.628500000000000725e+00,9.050813674926757812e+00,-4.894404298855619118e+00
8.844699999999999562e+00,9.050814628601074219e+00,-2.330374445725402310e+00
8.731799999999999784e+00,9.050835609436035156e+00,-3.653720990357490983e+00
9.101300000000000168e+00,9.050832748413085938e+00,5.545059671356205033e-01
8.751200000000000756e+00,9.050851821899414062e+00,-3.424122656314714686e+00
8.696899999999999409e+00,9.050845146179199219e+00,-4.069785166889349881e+00
9.366300000000000736e+00,9.050832748413085938e+00,3.368109622656916713e+00
8.795999999999999375e+00,9.050872802734375000e+00,-2.897598939681396590e+00
8.658099999999999241e+00,9.050846099853515625e+00,-4.536169596718869101e+00
8.665499999999999758e+00,9.050823211669921875e+00,-4.446635643297238261e+00
8.237999999999999545e+00,9.050825119018554688e+00,-9.866777361235193666e+00
8.007700000000001594e+00,9.050792694091796875e+00,-1.302612103465158633e+01
8.076100000000000279e+00,9.050761222839355469e+00,-1.206846402148753938e+01
8.837899999999999423e+00,9.050760269165039062e+00,-2.408493750382326937e+00
9.033200000000000784e+00,9.050815582275390625e+00,-1.950093242194331777e-01
8.946999999999999176e+00,9.050845146179199219e+00,-1.160670014297530361e+00
9.454499999999999460e+00,9.050852775573730469e+00,4.269366168769041181e+00
8.637800000000000367e+00,9.050875663757324219e+00,-4.782186016778854132e+00
8.762900000000000134e+00,9.050834655761718750e+00,-3.285837516823410187e+00
8.341699999999999449e+00,9.050827980041503906e+00,-8.501000755739292813e+00
8.655599999999999739e+00,9.050790786743164062e+00,-4.565723771236706696e+00
8.686699999999996535e+00,9.050803184509277344e+00,-4.191501772931964354e+00
