True Value,Predicted Value,Error
3.928499999999999659e+01,2.916070556640625000e+01,2.577139985641783682e+01
3.921799999999998931e+01,2.916070556640625000e+01,2.564458777498531816e+01
3.919699999999999562e+01,2.916070556640625000e+01,2.560475146973938365e+01
3.919999999999999574e+01,2.916070556640625000e+01,2.561044498365751565e+01
3.922999999999999687e+01,2.916070556640625000e+01,2.566733222940032633e+01
3.924800000000000466e+01,2.916070556640625000e+01,2.570142283324947741e+01
3.925499999999999545e+01,2.916070556640625000e+01,2.571467184713729992e+01
3.921799999999999642e+01,2.916070556640625000e+01,2.564458777498533237e+01
3.925500000000000256e+01,2.916070556640625000e+01,2.571467184713731058e+01
3.929600000000000648e+01,2.916070556640625000e+01,2.579217842425121177e+01
3.930300000000000438e+01,2.916070556640625000e+01,2.580539509348842131e+01
3.938599999999999568e+01,2.916070556640625000e+01,2.596174893006079998e+01
3.935799999999999699e+01,2.916070556640625000e+01,2.590907676607995214e+01
3.927799999999999869e+01,2.916070556640625000e+01,2.575817107183092247e+01
3.927599999999999625e+01,2.916070556640625000e+01,2.575439055299354862e+01
3.923999999999999488e+01,2.916070556640625000e+01,2.568627531496877126e+01
3.928200000000000358e+01,2.916070556640625000e+01,2.576573095461980856e+01
3.928899999999998727e+01,2.916070556640625000e+01,2.577895704546753919e+01
3.930399999999999494e+01,2.916070556640625000e+01,2.580728280478767189e+01
3.926699999999999591e+01,2.916070556640625000e+01,2.573737345250145481e+01
3.926100000000000279e+01,2.916070556640625000e+01,2.572602438448779338e+01
3.929600000000000648e+01,2.916070556640625000e+01,2.579217842425121177e+01
3.931200000000000472e+01,2.916070556640625000e+01,2.582238103783514660e+01
3.933200000000000074e+01,2.916070556640625000e+01,2.586009974980613535e+01
3.929099999999999682e+01,2.916070556640625000e+01,2.578273506297560758e+01
3.925799999999999557e+01,2.916070556640625000e+01,2.572034854957905736e+01
3.923999999999999488e+01,2.916070556640625000e+01,2.568627531496877126e+01
3.924900000000000233e+01,2.916070556640625000e+01,2.570331583885895910e+01
3.925499999999999545e+01,2.916070556640625000e+01,2.571467184713729992e+01
3.915699999999998937e+01,2.916070556640625000e+01,2.552875458690333943e+01
3.941299999999999670e+01,2.916070556640625000e+01,2.601246906755067556e+01
3.933999999999998920e+01,2.916070556640625000e+01,2.587517649617118209e+01
3.937899999999999778e+01,2.916070556640625000e+01,2.594858791130742048e+01
3.938699999999999335e+01,2.916070556640625000e+01,2.596362869371555249e+01
3.938799999999999812e+01,2.916070556640625000e+01,2.596550836192177414e+01
3.940299999999999869e+01,2.916070556640625000e+01,2.599369193613113183e+01
3.935399999999999920e+01,2.916070556640625000e+01,2.590154605273606236e+01
3.929299999999999926e+01,2.916070556640625000e+01,2.578651269588412376e+01
3.930899999999999750e+01,2.916070556640625000e+01,2.581671992061295740e+01
3.929599999999999937e+01,2.916070556640625000e+01,2.579217842425119400e+01
3.927199999999999847e+01,2.916070556640625000e+01,2.574682836013890253e+01
3.932399999999999807e+01,2.916070556640625000e+01,2.584501686907168505e+01
3.938000000000000256e+01,2.916070556640625000e+01,2.595046834330561580e+01
