True Value,Predicted Value,Error
1.779799999999999827e+01,1.727844429016113281e+01,2.919180300252081750e+00
1.754027000000000669e+01,1.727844619750976562e+01,1.492701095765577968e+00
1.754016999999999982e+01,1.727844429016113281e+01,1.492150360223800654e+00
1.724943000000000026e+01,1.727844429016113281e+01,-1.682043415993024205e-01
1.752852999999999639e+01,1.727844238281250000e+01,1.426746094438589241e+00
1.739411999999999381e+01,1.727844429016113281e+01,6.650276635947149906e-01
1.784287000000001200e+01,1.727844429016113281e+01,3.163312347390744073e+00
1.753031000000000006e+01,1.727844619750976562e+01,1.436733306428890522e+00
1.735210000000000719e+01,1.727844619750976562e+01,4.244662172892130214e-01
1.755658999999999637e+01,1.727844429016113281e+01,1.584280944299910177e+00
1.734460999999999586e+01,1.727844619750976562e+01,3.814660721124906173e-01
1.736640000000000228e+01,1.727844429016113281e+01,5.064705974690750789e-01
1.753165999999999869e+01,1.727844429016113281e+01,1.444333906993781058e+00
1.740215000000000956e+01,1.727844619750976562e+01,7.108535582686269505e-01
1.737980000000000302e+01,1.727844429016113281e+01,5.831811058750400178e-01
1.785960000000001102e+01,1.727844429016113281e+01,3.254024221364856029e+00
1.770570000000000377e+01,1.727844619750976562e+01,2.413086195350864660e+00
1.738650000000000873e+01,1.727844619750976562e+01,6.214810484585341355e-01
1.741909999999998959e+01,1.727844429016113281e+01,8.074797770198051117e-01
1.780019999999998959e+01,1.727844619750976562e+01,2.931168203111337522e+00
1.812329999999998620e+01,1.727844810485839844e+01,4.661689069549080244e+00
1.738149999999999551e+01,1.727844810485839844e+01,5.928826346494669997e-01
1.760550000000000281e+01,1.727844619750976562e+01,1.857679716510392209e+00
1.747849999999999682e+01,1.727844619750976562e+01,1.144570772607667930e+00
1.780789999999998940e+01,1.727844429016113281e+01,2.973150735565995184e+00
1.749699999999999989e+01,1.727844810485839844e+01,1.249082100597824985e+00
1.839949999999999619e+01,1.727844619750976562e+01,6.092849275742443282e+00
1.795300000000000296e+01,1.727844810485839844e+01,3.757321311990221346e+00
1.750359999999999161e+01,1.727844619750976562e+01,1.286328540930014919e+00
1.759649999999999181e+01,1.727844619750976562e+01,1.807483320491156453e+00
1.747460000000000235e+01,1.727844619750976562e+01,1.122508111717788637e+00
1.722329999999999472e+01,1.727844429016113281e+01,-3.201726159396753313e-01
1.758189999999999031e+01,1.727844429016113281e+01,1.725955157513452187e+00
1.743339999999999179e+01,1.727844429016113281e+01,8.888438849499182837e-01
1.763199999999998724e+01,1.727844429016113281e+01,2.005193454167732980e+00
1.728300000000000125e+01,1.727844429016113281e+01,2.635948526799998873e-02
1.724390000000000356e+01,1.727844429016113281e+01,-2.003275950401547378e-01
1.725749999999998607e+01,1.727844429016113281e+01,-1.213634081480327864e-01
1.728529999999999944e+01,1.727844429016113281e+01,3.966208187805031482e-02
1.728400000000000247e+01,1.727844429016113281e+01,3.214365794300890616e-02
1.728389999999998494e+01,1.727844429016113281e+01,3.156527079450896500e-02
1.729839999999999733e+01,1.727844429016113281e+01,1.153615932043687703e-01
1.734219999999999828e+01,1.727844429016113281e+01,3.676333443211672880e-01
1.732869999999999777e+01,1.727844429016113281e+01,2.900143105880127470e-01
1.746339999999999293e+01,1.727844429016113281e+01,1.059104812572924992e+00
1.772060000000000457e+01,1.727844619750976562e+01,2.495140133461839937e+00
1.727319999999999567e+01,1.727844810485839844e+01,-3.038293343678513669e-02
1.739429999999999765e+01,1.727844429016113281e+01,6.660556034957707539e-01
1.723979999999999535e+01,1.727844429016113281e+01,-2.241574157538804013e-01
1.729070000000000462e+01,1.727844429016113281e+01,7.088035671703173113e-02
1.731239999999999313e+01,1.727844429016113281e+01,1.961351969620637736e-01
1.729070000000000107e+01,1.727844429016113281e+01,7.088035671701120588e-02
1.720629999999999882e+01,1.727844429016113281e+01,-4.192899703081662266e-01
1.720089999999999364e+01,1.727844429016113281e+01,-4.508153071126463907e-01
1.715369999999999706e+01,1.727844429016113281e+01,-7.272150624129825047e-01
