True Value,Predicted Value,Error
2.010339999999999705e+01,1.945125007629394531e+01,3.243978250972730404e+00
1.953740000000000521e+01,1.945125389099121094e+01,4.409292383264622472e-01
1.907899999999999707e+01,1.945126152038574219e+01,-1.951158448481289387e+00
2.061030000000000229e+01,1.945126342773437500e+01,5.623579337834127223e+00
2.140349999999999753e+01,1.945125198364257812e+01,9.121162503129953691e+00
2.038869999999999649e+01,1.945124244689941406e+01,4.597927053223513916e+00
2.007869999999999777e+01,1.945125007629394531e+01,3.124952928755609260e+00
1.959419999999999717e+01,1.945125579833984375e+01,7.295230305914681690e-01
1.913770000000000238e+01,1.945125961303710938e+01,-1.638439379011620955e+00
2.055809999999999960e+01,1.945126342773437500e+01,5.383943906614057084e+00
2.147880000000000678e+01,1.945125389099121094e+01,9.439755056189335747e+00
2.025620000000000331e+01,1.945124244689941406e+01,3.973882332819527630e+00
2.003599999999999426e+01,1.945125389099121094e+01,2.918477285929244935e+00
1.951630000000000109e+01,1.945125770568847656e+01,3.332716463239677740e-01
1.918429999999999325e+01,1.945126152038574219e+01,-1.391562477576711254e+00
2.049820000000000420e+01,1.945126342773437500e+01,5.107456129150993895e+00
2.136620000000000630e+01,1.945125389099121094e+01,8.962502031286774695e+00
2.020770000000000621e+01,1.945124244689941406e+01,3.743412427443954194e+00
2.008420000000000272e+01,1.945125389099121094e+01,3.151462886292666354e+00
1.957689999999999131e+01,1.945125389099121094e+01,6.418079931387524750e-01
1.909530000000000527e+01,1.945126152038574219e+01,-1.864131594610908493e+00
2.039799999999999969e+01,1.945126342773437500e+01,4.641320581751273266e+00
2.134309999999999974e+01,1.945125389099121094e+01,8.863970599438641074e+00
2.021560000000000201e+01,1.945124435424804688e+01,3.781018845604162237e+00
2.001829999999999288e+01,1.945125389099121094e+01,2.832638680651114793e+00
1.949510000000000431e+01,1.945125770568847656e+01,2.248887890368745923e-01
1.906370000000000431e+01,1.945126152038574219e+01,-2.032981637277851750e+00
2.039170000000000371e+01,1.945126342773437500e+01,4.611859591233828048e+00
2.129199999999999449e+01,1.945125389099121094e+01,8.645247553112831440e+00
2.033609999999999829e+01,1.945124435424804688e+01,4.351157034790109179e+00
2.002700000000000458e+01,1.945125198364257812e+01,2.874859022107286943e+00
1.957379999999999853e+01,1.945125579833984375e+01,6.260623980022008706e-01
1.913400000000000389e+01,1.945126152038574219e+01,-1.658103482730941103e+00
2.041849999999999454e+01,1.945126342773437500e+01,4.737059883270660521e+00
2.133479999999999421e+01,1.945125389099121094e+01,8.828515425543168149e+00
2.032719999999999771e+01,1.945124435424804688e+01,4.309278433586283263e+00
1.999329999999999075e+01,1.945125198364257812e+01,2.711148316473082964e+00
1.964859999999999118e+01,1.945125770568847656e+01,1.004358042361871650e+00
1.916619999999998569e+01,1.945125961303710938e+01,-1.487303758893906425e+00
2.040370000000000061e+01,1.945126342773437500e+01,4.667960086972586353e+00
2.128840000000000288e+01,1.945125389099121094e+01,8.629798899911650167e+00
2.029650000000000176e+01,1.945124435424804688e+01,4.164538938989258199e+00
2.014529999999999887e+01,1.945125198364257812e+01,3.445210626584964242e+00
1.951689999999999969e+01,1.945125389099121094e+01,3.363552050212316180e-01
1.920740000000000691e+01,1.945126152038574219e+01,-1.269622751573535213e+00
2.046490000000000364e+01,1.945126342773437500e+01,4.953049231931886176e+00
2.130229999999999180e+01,1.945125389099121094e+01,8.689419025216908565e+00
2.031330000000000169e+01,1.945124435424804688e+01,4.243799115613685835e+00
2.007179999999999964e+01,1.945125198364257812e+01,3.091641090273027359e+00
1.957150000000000389e+01,1.945125579833984375e+01,6.143841895621701132e-01
1.914940000000000353e+01,1.945126152038574219e+01,-1.576349757098074011e+00
2.046970000000000312e+01,1.945126342773437500e+01,4.975337070233701198e+00
2.126669999999998950e+01,1.945125389099121094e+01,8.536567069685375486e+00
2.032809999999999562e+01,1.945124435424804688e+01,4.313515014939659942e+00
2.009980000000001255e+01,1.945125198364257812e+01,3.226639152416611367e+00
1.949779999999999802e+01,1.945125389099121094e+01,2.387249279856552553e-01
1.916730000000000089e+01,1.945126152038574219e+01,-1.481489413666720489e+00
2.059160000000000323e+01,1.945126342773437500e+01,5.537872590112609572e+00
2.126139999999999830e+01,1.945125198364257812e+01,8.513776215853237517e+00
2.027149999999999608e+01,1.945124435424804688e+01,4.046349040534490626e+00
2.013479999999999492e+01,1.945125389099121094e+01,3.394849261024615039e+00
1.954769999999999541e+01,1.945125389099121094e+01,4.933885265723563784e-01
1.911049999999999827e+01,1.945126152038574219e+01,-1.783111485234525118e+00
2.020200000000000529e+01,1.945126342773437500e+01,3.716149748864618019e+00
2.125339999999999918e+01,1.945125770568847656e+01,8.479312930220682887e+00
2.048950000000000671e+01,1.945124435424804688e+01,5.067257110968835576e+00
1.996040000000000703e+01,1.945125007629394531e+01,2.550800202932113514e+00
1.949060000000000059e+01,1.945125770568847656e+01,2.018526587766617253e-01
1.891619999999999280e+01,1.945126152038574219e+01,-2.828588830662340126e+00
2.048729999999999762e+01,1.945126533508300781e+01,5.056960482430529424e+00
2.131030000000000157e+01,1.945125389099121094e+01,8.723697503126611963e+00
2.039769999999999683e+01,1.945124435424804688e+01,4.640011598130917569e+00
2.019020000000000437e+01,1.945125198364257812e+01,3.659934108416093679e+00
1.949379999999999313e+01,1.945125389099121094e+01,2.182545681641455682e-01
1.895989999999999753e+01,1.945126152038574219e+01,-2.591582869032773129e+00
2.049029999999999774e+01,1.945126533508300781e+01,5.070861163169841923e+00
2.139699999999999847e+01,1.945125389099121094e+01,9.093546333639238810e+00
2.025210000000000221e+01,1.945124244689941406e+01,3.954442023793029115e+00
2.011730000000000018e+01,1.945125389099121094e+01,3.310812628975007943e+00
1.953649999999999665e+01,1.945125389099121094e+01,4.363427891832504235e-01
1.912190000000000012e+01,1.945126152038574219e+01,-1.722430931998086168e+00
2.049390000000001066e+01,1.945126342773437500e+01,5.087545914958281124e+00
2.135460000000000136e+01,1.945125389099121094e+01,8.913049689569414014e+00
2.039379999999999882e+01,1.945124435424804688e+01,4.621775469760182276e+00
2.013769999999999882e+01,1.945125007629394531e+01,3.408780167079922485e+00
1.964320000000000377e+01,1.945125389099121094e+01,9.771631353791276897e-01
1.929230000000000800e+01,1.945125961303710938e+01,-8.239536656443311458e-01
2.052039999999999864e+01,1.945126342773437500e+01,5.210115652061478642e+00
2.149070000000000036e+01,1.945125198364257812e+01,9.489909664912833165e+00
2.054370000000000829e+01,1.945124244689941406e+01,5.317725400490631138e+00
2.016150000000000020e+01,1.945125007629394531e+01,3.522802984430994044e+00
1.952370000000000871e+01,1.945125389099121094e+01,3.710675179847966465e-01
1.923449999999998994e+01,1.945126152038574219e+01,-1.126941279397709161e+00
2.056599999999998829e+01,1.945126342773437500e+01,5.420288691362510569e+00
2.142619999999999081e+01,1.945125198364257812e+01,9.217444140152773357e+00
2.031489999999999441e+01,1.945124244689941406e+01,4.251350255726489280e+00
2.023919999999999320e+01,1.945125198364257812e+01,3.893177676772872964e+00
1.969640000000000413e+01,1.945125389099121094e+01,1.244623936398494779e+00
1.919140000000000512e+01,1.945125770568847656e+01,-1.354032043980488043e+00
2.050869999999999749e+01,1.945126342773437500e+01,5.156039009130869211e+00
2.138729999999999620e+01,1.945125389099121094e+01,9.052316603819956953e+00
2.040199999999999747e+01,1.945124244689941406e+01,4.660119366241464611e+00
2.017329999999999757e+01,1.945125198364257812e+01,3.579226087736858020e+00
1.961919999999999931e+01,1.945125389099121094e+01,8.560293437489213675e-01
1.902009999999999224e+01,1.945125961303710938e+01,-2.266863018791264395e+00
2.027670000000000528e+01,1.945126152038574219e+01,4.070871885534939061e+00
2.127359999999999474e+01,1.945125389099121094e+01,8.566232837924864896e+00
2.032629999999999626e+01,1.945124435424804688e+01,4.305041477061489097e+00
2.007620000000000360e+01,1.945125198364257812e+01,3.112880008953015754e+00
1.943840000000000856e+01,1.945125579833984375e+01,-6.613609319612305526e-02
1.902989999999999782e+01,1.945126152038574219e+01,-2.214207748783464158e+00
2.027719999999999345e+01,1.945126152038574219e+01,4.073237328695538118e+00
2.121369999999999578e+01,1.945125579833984375e+01,8.308047166030217312e+00
2.033829999999999671e+01,1.945124626159667969e+01,4.361494020657169735e+00
2.017739999999999867e+01,1.945125198364257812e+01,3.598818561149705442e+00
1.950339999999999918e+01,1.945125389099121094e+01,2.673693253934608660e-01
1.911439999999999628e+01,1.945126152038574219e+01,-1.762344203248576768e+00
2.026890000000000214e+01,1.945126342773437500e+01,4.033946451290534085e+00
2.141830000000000211e+01,1.945125579833984375e+01,9.183941777172597298e+00
2.033939999999999770e+01,1.945124244689941406e+01,4.366685119032929663e+00
2.003240000000000265e+01,1.945125198364257812e+01,2.901040396345043071e+00
1.950590000000000757e+01,1.945125579833984375e+01,2.801419142934383766e-01
1.897250000000000369e+01,1.945126152038574219e+01,-2.523449837321061651e+00
2.026919999999999433e+01,1.945126342773437500e+01,4.035366823878691278e+00
2.138370000000000104e+01,1.945125579833984375e+01,9.036996411566553533e+00
2.033349999999999724e+01,1.945124244689941406e+01,4.338936007576577047e+00
2.012139999999999773e+01,1.945125389099121094e+01,3.330514323102701013e+00
1.958269999999999555e+01,1.945125389099121094e+01,6.712358817159260749e-01
1.903120000000000900e+01,1.945125961303710938e+01,-2.207215588281874918e+00
2.038340000000000884e+01,1.945126152038574219e+01,4.573027461631848922e+00
2.140740000000000265e+01,1.945125389099121094e+01,9.137709899421656345e+00
2.033449999999999847e+01,1.945124244689941406e+01,4.343640380144996982e+00
2.008990000000000009e+01,1.945125198364257812e+01,3.178950698397811525e+00
1.961869999999999692e+01,1.945125389099121094e+01,8.535025715709299021e-01
1.906619999999999493e+01,1.945125961303710938e+01,-2.019592855614199767e+00
2.031610000000000937e+01,1.945126152038574219e+01,4.256911905406385976e+00
2.137229999999999563e+01,1.945125389099121094e+01,8.988485605240358112e+00
2.034690000000000509e+01,1.945124244689941406e+01,4.401936182418897836e+00
2.009239999999999782e+01,1.945125198364257812e+01,3.190997672539964469e+00
1.953809999999999647e+01,1.945125579833984375e+01,4.444864222219803152e-01
1.904289999999999949e+01,1.945126152038574219e+01,-2.144429264375398159e+00
2.039329999999999643e+01,1.945126152038574219e+01,4.619352824772128052e+00
2.153640000000000398e+01,1.945125389099121094e+01,9.681962208209322185e+00
2.042050000000000409e+01,1.945124244689941406e+01,4.746492755322297974e+00
2.010620000000000118e+01,1.945125198364257812e+01,3.257443059143065422e+00
1.964450000000000784e+01,1.945125389099121094e+01,9.837160986983473077e-01
1.916140000000000398e+01,1.945125961303710938e+01,-1.512726695529060139e+00
2.039769999999999683e+01,1.945126342773437500e+01,4.639918090106345261e+00
2.140210000000000434e+01,1.945125389099121094e+01,9.115208830015713914e+00
2.031259999999999621e+01,1.945124244689941406e+01,4.240508615837373263e+00
2.008780000000000499e+01,1.945125198364257812e+01,3.168828922815971616e+00
1.945110000000000028e+01,1.945125389099121094e+01,-7.911685776673759276e-04
1.899980000000000402e+01,1.945126152038574219e+01,-2.376138277169959956e+00
2.041880000000000805e+01,1.945126342773437500e+01,4.738459519000297604e+00
2.120800000000000551e+01,1.945125389099121094e+01,8.283412434028640803e+00
2.037219999999999231e+01,1.945124626159667969e+01,4.520639589260428970e+00
2.004940000000000211e+01,1.945125198364257812e+01,2.983371155034185040e+00
1.954589999999999961e+01,1.945125579833984375e+01,4.842151124284676533e-01
1.911999999999999744e+01,1.945126152038574219e+01,-1.732539332561426670e+00
2.045529999999999404e+01,1.945126342773437500e+01,4.908442175209453140e+00
2.079019999999999158e+01,1.945125389099121094e+01,6.440275269159418059e+00
2.074120000000000275e+01,1.945125007629394531e+01,6.219263705600723391e+00
2.034459999999999980e+01,1.945124816894531250e+01,4.391100493765851098e+00
1.979929999999999879e+01,1.945125389099121094e+01,1.757870778304222448e+00
1.934379999999999811e+01,1.945125770568847656e+01,-5.555149747644126945e-01
2.053820000000000334e+01,1.945126342773437500e+01,5.292267931296939842e+00
2.081970000000000098e+01,1.945125198364257812e+01,6.572851752702598027e+00
2.067719999999999558e+01,1.945125007629394531e+01,5.928993885565021493e+00
2.051510000000000389e+01,1.945125007629394531e+01,5.185692118030417852e+00
1.971680000000000277e+01,1.945125198364257812e+01,1.346810924477727767e+00
1.933439999999999515e+01,1.945125770568847656e+01,-6.044030623576704953e-01
2.060859999999999914e+01,1.945126342773437500e+01,5.615794242527993418e+00
2.100290000000000390e+01,1.945125198364257812e+01,7.387779860673647114e+00
2.084450000000001424e+01,1.945124626159667969e+01,6.684035301414442465e+00
2.042600000000000549e+01,1.945124816894531250e+01,4.772113145279020863e+00
1.992919999999998737e+01,1.945125198364257812e+01,2.398229815333327686e+00
1.945559999999999690e+01,1.945125770568847656e+01,2.231899459035102673e-02
2.087049999999999272e+01,1.945126152038574219e+01,6.800213121938865513e+00
2.100009999999999266e+01,1.945125007629394531e+01,7.375440706025438331e+00
2.086100000000000065e+01,1.945124626159667969e+01,6.757843528130583088e+00
2.059950000000000969e+01,1.945124816894531250e+01,5.574173310297321216e+00
2.010939999999999372e+01,1.945125007629394531e+01,3.272847144649013273e+00
1.967179999999999751e+01,1.945125770568847656e+01,1.121108868082844268e+00
2.100699999999999790e+01,1.945125961303710938e+01,7.405818950649253551e+00
2.170859999999999701e+01,1.945124816894531250e+01,1.039842196666152851e+01
2.057999999999999119e+01,1.945123863220214844e+01,5.484749114663961755e+00
2.037289999999999779e+01,1.945124816894531250e+01,4.523910837704427479e+00
1.963049999999999073e+01,1.945125389099121094e+01,9.131000688152612899e-01
1.937590000000000856e+01,1.945125770568847656e+01,-3.889249309114310438e-01
2.056160000000000920e+01,1.945126342773437500e+01,5.400049472150191043e+00
2.144340000000000401e+01,1.945125198364257812e+01,9.290261881779128927e+00
2.066310000000000358e+01,1.945124244689941406e+01,5.864839027544702432e+00
2.023140000000000072e+01,1.945125007629394531e+01,3.856134146455783451e+00
1.968920000000000670e+01,1.945125389099121094e+01,1.208510802921376470e+00
1.930369999999999919e+01,1.945125770568847656e+01,-7.644011546412209368e-01
2.054820000000000135e+01,1.945126342773437500e+01,5.338358456047860301e+00
2.125439999999999685e+01,1.945125389099121094e+01,8.483636842295178226e+00
2.007970000000000965e+01,1.945124435424804688e+01,3.129805952040929373e+00
2.076410000000000267e+01,1.945125389099121094e+01,6.322672829589491172e+00
2.000769999999999627e+01,1.945125007629394531e+01,2.781178864667358308e+00
1.916490000000000293e+01,1.945125770568847656e+01,-1.494177927818426177e+00
2.033789999999999409e+01,1.945126342773437500e+01,4.359528625205253860e+00
2.134479999999999222e+01,1.945125389099121094e+01,8.871229100337234996e+00
2.057289999999999353e+01,1.945124435424804688e+01,5.452102745611687951e+00
2.030250000000000199e+01,1.945125007629394531e+01,4.192833019116150695e+00
1.961570000000000036e+01,1.945125389099121094e+01,8.383392334139970758e-01
1.914049999999999230e+01,1.945125961303710938e+01,-1.623571030208809551e+00
2.047579999999999245e+01,1.945126342773437500e+01,5.003646120130191832e+00
2.135309999999999420e+01,1.945125389099121094e+01,8.906651067099314645e+00
