True Value,Predicted Value,Error
1.420400000000000063e+01,1.514583683013916016e+01,-6.630785906358487303e+00
1.426800000000000068e+01,1.514583683013916016e+01,-6.152486894723573130e+00
1.439100000000000179e+01,1.514583778381347656e+01,-5.245207308828258697e+00
1.438700000000000045e+01,1.514584064483642578e+01,-5.274488391161641587e+00
1.439999999999999858e+01,1.514583778381347656e+01,-5.179429054260264564e+00
1.439999999999999858e+01,1.514584064483642578e+01,-5.179448922475189399e+00
1.442600000000000016e+01,1.514583969116210938e+01,-4.989877243602586887e+00
1.442899999999999672e+01,1.514584064483642578e+01,-4.968054922977540144e+00
1.446100000000000207e+01,1.514584064483642578e+01,-4.735776535761175410e+00
1.459099999999999753e+01,1.514584255218505859e+01,-3.802635543726003320e+00
1.463800000000000168e+01,1.514584732055664062e+01,-3.469376421346078043e+00
1.467999999999999794e+01,1.514585018157958984e+01,-3.173366359534004921e+00
1.469500000000000206e+01,1.514585208892822266e+01,-3.068064572495546205e+00
1.471199999999999974e+01,1.514585399627685547e+01,-2.948980398836702932e+00
1.471099999999999852e+01,1.514585399627685547e+01,-2.955978494166657811e+00
1.474100000000000144e+01,1.514585399627685547e+01,-2.746448655293765917e+00
1.485100000000000087e+01,1.514585590362548828e+01,-1.985427941724378087e+00
1.497400000000000198e+01,1.514586162567138672e+01,-1.147733576007644807e+00
1.507000000000000028e+01,1.514586830139160156e+01,-5.034392925786415063e-01
1.512399999999999878e+01,1.514587116241455078e+01,-1.446122878507802578e-01
1.513900000000000290e+01,1.514587402343750000e+01,-4.540606009311777547e-02
1.530100000000000016e+01,1.514587402343750000e+01,1.013829008316450953e+00
1.532600000000000051e+01,1.514588165283203125e+01,1.175246947461628944e+00
1.348699999999999832e+01,1.514588260650634766e+01,-1.229986362057054627e+01
1.340100000000000158e+01,1.514580249786376953e+01,-1.301994252566053056e+01
1.280100000000000193e+01,1.514579391479492188e+01,-1.831727142250542784e+01
1.195100000000000229e+01,1.514576435089111328e+01,-2.673219271099581817e+01
1.219399999999999906e+01,1.514571475982666016e+01,-2.420628800907545752e+01
1.223799999999999955e+01,1.514572525024414062e+01,-2.375980756859079435e+01
1.229099999999999859e+01,1.514572906494140625e+01,-2.322617415134169860e+01
1.230599999999999916e+01,1.514573287963867188e+01,-2.307600259742136473e+01
1.242200000000000060e+01,1.514573287963867188e+01,-2.192668555497239780e+01
1.247100000000000009e+01,1.514573764801025391e+01,-2.144765975471296215e+01
1.252799999999999692e+01,1.514573669433593750e+01,-2.089508855632136886e+01
1.256700000000000017e+01,1.514574050903320312e+01,-2.051993720882631322e+01
1.264799999999999791e+01,1.514573955535888672e+01,-1.974809895128786508e+01
1.273600000000000065e+01,1.514574146270751953e+01,-1.892070872100752865e+01
1.277999999999999936e+01,1.514574813842773438e+01,-1.851133128660199390e+01
1.316099999999999781e+01,1.514575004577636719e+01,-1.508054134014413528e+01
1.333399999999999785e+01,1.514577293395996094e+01,-1.358761762381853444e+01
1.339799999999999969e+01,1.514578247070312500e+01,-1.304509979626157268e+01
1.340700000000000003e+01,1.514578533172607422e+01,-1.296923496476522786e+01
1.354200000000000159e+01,1.514578723907470703e+01,-1.184306039783418463e+01
1.360000000000000142e+01,1.514579582214355469e+01,-1.136614575105553726e+01
1.361100000000000065e+01,1.514579772949218750e+01,-1.127615700163240575e+01
1.360200000000000031e+01,1.514579772949218750e+01,-1.134978480732382877e+01
1.356600000000000072e+01,1.514579868316650391e+01,-1.164527998795889197e+01
1.358400000000000141e+01,1.514579772949218750e+01,-1.149733310874695213e+01
1.360500000000000043e+01,1.514579868316650391e+01,-1.132523839152152512e+01
1.395199999999999996e+01,1.514579963684082031e+01,-8.556476754879732027e+00
1.403099999999999881e+01,1.514581871032714844e+01,-7.945397408076043888e+00
1.440299999999999869e+01,1.514582252502441406e+01,-5.157415295594080185e+00
1.455199999999999783e+01,1.514583778381347656e+01,-4.080798404435671323e+00
1.456900000000000084e+01,1.514584445953369141e+01,-3.959396386393647216e+00
1.462100000000000044e+01,1.514584541320800781e+01,-3.589668375678868539e+00
