True Value,Predicted Value,Error
9.168200000000000571e+00,9.385852813720703125e+00,-2.373997226507957414e+00
9.160300000000001219e+00,9.385929107666015625e+00,-2.463119195506854098e+00
8.780900000000000816e+00,9.385934829711914062e+00,-6.890350985797732974e+00
8.511900000000000688e+00,9.385874748229980469e+00,-1.026768110797800304e+01
8.856899999999997775e+00,9.385825157165527344e+00,-5.971899391045734973e+00
9.383800000000000807e+00,9.385877609252929688e+00,-2.214038292513566264e-02
9.215799999999999770e+00,9.385957717895507812e+00,-1.846369473030101016e+00
8.836299999999999599e+00,9.385943412780761719e+00,-6.220289179642635169e+00
8.602000000000002089e+00,9.385882377624511719e+00,-9.112792113746913003e+00
8.903500000000001080e+00,9.385842323303222656e+00,-5.417446209953631353e+00
1.879090000000000060e+01,9.385889053344726562e+00,5.005088072766751139e+01
8.956999999999998963e+00,9.386385917663574219e+00,-4.793858631947920834e+00
8.932100000000000151e+00,9.385879516601562500e+00,-5.080322842350201817e+00
8.899699999999999278e+00,9.385860443115234375e+00,-5.462661023576470321e+00
8.926899999999998059e+00,9.385866165161132812e+00,-5.141383516799055364e+00
8.448999999999999844e+00,9.385881423950195312e+00,-1.108866639780086949e+01
8.420600000000000307e+00,9.385809898376464844e+00,-1.146248365171679495e+01
8.519199999999999662e+00,9.385796546936035156e+00,-1.017227611672499243e+01
8.228899999999999437e+00,9.385810852050781250e+00,-1.405911910523620278e+01
8.751699999999997814e+00,9.385772705078125000e+00,-7.245137574164188798e+00
9.173999999999999488e+00,9.385881423950195312e+00,-2.309586046982731844e+00
8.982599999999999696e+00,9.385926246643066406e+00,-4.490083568711360940e+00
8.786899999999999267e+00,9.385906219482421875e+00,-6.817036946846130263e+00
8.875899999999999679e+00,9.385873794555664062e+00,-5.745600948136689645e+00
9.383499999999999730e+00,9.385884284973144531e+00,-2.540933524958492382e-02
9.191399999999999793e+00,9.385952949523925781e+00,-2.116684613050525687e+00
8.678300000000000125e+00,9.385930061340332031e+00,-8.154017046429967053e+00
8.407600000000000406e+00,9.385851860046386719e+00,-1.163532827497010125e+01
8.619400000000000617e+00,9.385805130004882812e+00,-8.891629695859133875e+00
9.505700000000000927e+00,9.385840415954589844e+00,1.260923278090104516e+00
9.276799999999999713e+00,9.385972023010253906e+00,-1.176828464667279528e+00
9.033900000000000929e+00,9.385948181152343750e+00,-3.896967878240214844e+00
9.003299999999999415e+00,9.385910987854003906e+00,-4.249674984216948559e+00
8.836600000000000676e+00,9.385906219482421875e+00,-6.216262131163809102e+00
8.686700000000000088e+00,9.385884284973144531e+00,-8.048905625532647434e+00
8.227400000000001157e+00,9.385856628417968750e+00,-1.408047048177999727e+01
8.367499999999999716e+00,9.385777473449707031e+00,-1.216943499790507843e+01
8.249000000000000554e+00,9.385792732238769531e+00,-1.378097626668406939e+01
8.455999999999999517e+00,9.385778427124023438e+00,-1.099548754877038625e+01
9.230999999999999872e+00,9.385817527770996094e+00,-1.677147955486905317e+00
9.151899999999999480e+00,9.385934829711914062e+00,-2.557226692948071811e+00
9.216400000000000148e+00,9.385929107666015625e+00,-1.839428710407702283e+00
9.076900000000001967e+00,9.385939598083496094e+00,-3.404682194179665444e+00
9.357400000000000162e+00,9.385916709899902344e+00,-3.047503569357105646e-01
8.779099999999999682e+00,9.385951995849609375e+00,-6.912462505833281590e+00
8.519400000000000972e+00,9.385868072509765625e+00,-1.017052929208353440e+01
8.578199999999998937e+00,9.385824203491210938e+00,-9.414844646793174121e+00
8.818100000000001160e+00,9.385828971862792969e+00,-6.438223334536824716e+00
9.101800000000000779e+00,9.385869979858398438e+00,-3.121030783563664812e+00
8.815699999999999648e+00,9.385920524597167969e+00,-6.468238762629948013e+00
8.660299999999999443e+00,9.385882377624511719e+00,-8.378259155277673287e+00
8.698599999999999000e+00,9.385854721069335938e+00,-7.900750937729485557e+00
8.244300000000000850e+00,9.385857582092285156e+00,-1.384662836253270868e+01
8.851599999999999469e+00,9.385787010192871094e+00,-6.034920355561386174e+00
8.953300000000000480e+00,9.385871887207031250e+00,-4.831424024739824574e+00
8.448000000000000398e+00,9.385890960693359375e+00,-1.110192898548010199e+01
8.551000000000000156e+00,9.385817527770996094e+00,-9.762805844591229132e+00
8.386600000000001387e+00,9.385831832885742188e+00,-1.191462371981184987e+01
8.732499999999999929e+00,9.385807991027832031e+00,-7.481339719757595930e+00
