True Value,Predicted Value,Error
7.377599999999999270e+00,7.226067543029785156e+00,2.053953277084880291e+00
7.337900000000001199e+00,7.226047039031982422e+00,1.524318414914604514e+00
7.341899999999999871e+00,7.226053237915039062e+00,1.577885316947395200e+00
7.337900000000000311e+00,7.226049423217773438e+00,1.524285923523444941e+00
7.338699999999999335e+00,7.226049423217773438e+00,1.535020872664448754e+00
7.303700000000000081e+00,7.226049423217773438e+00,1.063167665460337030e+00
7.296700000000000408e+00,7.226058483123779297e+00,9.681296596573945035e-01
7.303600000000000314e+00,7.226062774658203125e+00,1.061630228131293929e+00
7.331099999999998396e+00,7.226063728332519531e+00,1.432749132701489403e+00
7.338000000000000078e+00,7.226057052612304688e+00,1.525523949137304269e+00
7.400599999999999845e+00,7.226055145263671875e+00,2.358523021597275449e+00
7.263999999999999346e+00,7.226035594940185547e+00,5.226377348542649015e-01
7.271800000000000708e+00,7.226068973541259766e+00,6.288817962367080350e-01
7.255500000000000504e+00,7.226072311401367188e+00,4.055914630092111173e-01
7.281400000000000539e+00,7.226079463958740234e+00,7.597513670621075521e-01
7.321999999999999176e+00,7.226074218750000000e+00,1.310103540699251390e+00
7.410400000000000098e+00,7.226062774658203125e+00,2.487547572894809544e+00
7.293099999999999916e+00,7.226036071777343750e+00,9.195531148984130709e-01
7.320499999999999119e+00,7.226062297821044922e+00,1.290044425639699677e+00
7.304399999999999338e+00,7.226059436798095703e+00,1.072511954464482331e+00
7.257999999999999119e+00,7.226063728332519531e+00,4.400147653276327842e-01
7.293699999999998518e+00,7.226074218750000000e+00,9.271807347436628044e-01
7.296700000000000408e+00,7.226068019866943359e+00,9.679989602567878881e-01
7.310500000000000220e+00,7.226067543029785156e+00,1.154947773342658524e+00
7.289799999999998725e+00,7.226064205169677734e+00,8.743147250997420628e-01
7.305099999999999483e+00,7.226070404052734375e+00,1.081841397753146694e+00
7.298300000000000232e+00,7.226067543029785156e+00,9.897161937740990290e-01
7.321899999999999409e+00,7.226066589355468750e+00,1.308859867582603753e+00
7.344100000000000961e+00,7.226060867309570312e+00,1.607264779761041318e+00
7.293800000000000061e+00,7.226052284240722656e+00,9.288397784320574502e-01
7.229599999999999582e+00,7.226062774658203125e+00,4.892698547355949640e-02
7.215000000000000746e+00,7.226083278656005859e+00,-1.536143957866266396e-01
7.231900000000000439e+00,7.226092815399169922e+00,8.029956997235189464e-02
7.196000000000000618e+00,7.226091384887695312e+00,-4.181682168940341060e-01
7.226700000000000124e+00,7.226101875305175781e+00,8.276595054787694652e-03
7.235699999999998688e+00,7.226097106933593750e+00,1.327154672858872064e-01
7.252399999999998847e+00,7.226094722747802734e+00,3.627113404141542041e-01
7.264700000000000379e+00,7.226089954376220703e+00,5.314747425740866671e-01
7.138000000000001677e+00,7.226084709167480469e+00,-1.234025065389167342e+00
7.229700000000000237e+00,7.226115226745605469e+00,4.958398349025227442e-02
7.335700000000000998e+00,7.226096153259277344e+00,1.494115718209900079e+00
7.263899999999999579e+00,7.226064682006835938e+00,5.208678257294793168e-01
