True Value,Predicted Value,Error
3.528642000000000678e+01,2.764799308776855469e+01,2.164693078025895190e+01
3.473272999999999655e+01,2.764799308776855469e+01,2.039786942239047463e+01
3.947146999999999650e+01,2.764799308776855469e+01,2.995448842475702378e+01
3.843147000000000446e+01,2.764799308776855469e+01,2.805897591799493895e+01
3.537524000000000513e+01,2.764799308776855469e+01,2.184365932847790859e+01
3.132176000000000826e+01,2.764799308776855469e+01,1.172912030560049246e+01
3.804789000000000243e+01,2.764799499511718750e+01,2.733369709826961014e+01
3.278009000000000128e+01,2.764799308776855469e+01,1.565614039568361804e+01
3.332812000000000552e+01,2.764799499511718750e+01,1.704304054618987507e+01
3.284996999999999900e+01,2.764799499511718750e+01,1.583555481141325849e+01
4.024709000000000003e+01,2.764799499511718750e+01,3.130436263810082309e+01
3.429173999999999722e+01,2.764799308776855469e+01,1.937419014675674944e+01
3.327524000000000370e+01,2.764799308776855469e+01,1.691121359975599958e+01
3.141027000000000058e+01,2.764799499511718750e+01,1.197784993533265663e+01
3.565328999999999837e+01,2.764799499511718750e+01,2.245317333935468795e+01
4.196323999999999899e+01,2.764799308776855469e+01,3.411377889846314559e+01
3.591975000000000051e+01,2.764799118041992188e+01,2.302844206760926582e+01
3.491652000000000555e+01,2.764799308776855469e+01,2.081687096031176409e+01
3.283708999999998923e+01,2.764799308776855469e+01,1.580254800967879980e+01
3.142845000000000866e+01,2.764799499511718750e+01,1.202876694486307940e+01
3.647399000000000768e+01,2.764799499511718750e+01,2.419805183058617715e+01
3.136973000000000766e+01,2.764799308776855469e+01,1.186410247149545860e+01
3.144678999999999647e+01,2.764799499511718750e+01,1.208007241719364444e+01
3.580416999999999916e+01,2.764799499511718750e+01,2.277995832575594548e+01
3.292206000000000188e+01,2.764799308776855469e+01,1.601985693553637446e+01
3.649529000000001133e+01,2.764799499511718750e+01,2.424229264894955094e+01
3.593443000000000609e+01,2.764799308776855469e+01,2.305988132337552088e+01
3.489229999999999166e+01,2.764799308776855469e+01,2.076190710337650103e+01
3.295274999999999466e+01,2.764799308776855469e+01,1.609807045612715370e+01
3.523741000000000412e+01,2.764799499511718750e+01,2.153794789368122053e+01
3.343162000000000234e+01,2.764799308776855469e+01,1.729987033901273108e+01
3.639952999999999861e+01,2.764799499511718750e+01,2.404298903003091326e+01
3.976816999999999780e+01,2.764799308776855469e+01,3.047707981592173709e+01
3.146098999999999535e+01,2.764799308776855469e+01,1.211976136870277010e+01
3.691091999999999729e+01,2.764799499511718750e+01,2.509535119927330982e+01
3.639593999999999596e+01,2.764799308776855469e+01,2.403550207037224951e+01
3.687178000000000111e+01,2.764799308776855469e+01,2.501584385736583727e+01
4.212521999999999878e+01,2.764799308776855469e+01,3.436712475859222593e+01
3.368171999999999855e+01,2.764799118041992188e+01,1.791395694632007363e+01
3.488035999999999603e+01,2.764799308776855469e+01,2.073478287561092515e+01
3.293840000000000146e+01,2.764799308776855469e+01,1.606151759718579797e+01
3.297484999999999644e+01,2.764799499511718750e+01,1.615429639523093996e+01
3.143059000000000225e+01,2.764799499511718750e+01,1.203475660139632986e+01
3.884475000000000477e+01,2.764799499511718750e+01,2.882437138836732515e+01
3.351262000000000540e+01,2.764799308776855469e+01,1.749975654613530551e+01
3.484459000000001083e+01,2.764799499511718750e+01,2.065340704219169154e+01
3.620355999999998886e+01,2.764799308776855469e+01,2.363183872589170065e+01
3.350720000000001164e+01,2.764799308776855469e+01,1.748641161371721608e+01
3.448434000000000310e+01,2.764799499511718750e+01,1.982449136298625803e+01
3.339653999999999456e+01,2.764799308776855469e+01,1.721300144335742743e+01
3.146367000000000047e+01,2.764799499511718750e+01,1.212724073473569142e+01
3.565178999999999121e+01,2.764799499511718750e+01,2.244991066334342733e+01
3.293582000000000676e+01,2.764799308776855469e+01,1.605494234614911875e+01
3.375042999999999438e+01,2.764799499511718750e+01,1.808105853727732537e+01
3.143739000000000416e+01,2.764799308776855469e+01,1.205378980962302826e+01
